domanda,risposta_gold,risposta,se_corretta
"Secondo il bando, entro quale data deve essere presentata la domanda di passaggio di corso per gli studenti già iscritti ad altro corso di studio all'Università di Bologna?",D. 07/10/2024,B. 04/10/2024,False
Entro quale termine è possibile presentare un ricorso contro il provvedimento riguardante l'accreditamento dei corsi di studio?,B. 60 giorni dalla pubblicazione del bando,B. 60 giorni dalla pubblicazione del bando,True
Qual è la conseguenza penale per chi fornisce dichiarazioni false nel modulo?,B.  È punito ai sensi del codice penale e delle leggi speciali in materia.,B.  È punito ai sensi del codice penale e delle leggi speciali in materia.,True
Quale dei seguenti link fornisce informazioni su come iscriversi agli anni successivi al primo anno di laurea in Matematica presso l'Università di Bologna?,A. http://www.unibo.it/it/didattica/iscrizioni-trasferimenti-e-laurea/iscriversi-anni-successivi-al-primo,A. http://www.unibo.it/it/didattica/iscrizioni-trasferimenti-e-laurea/iscriversi-anni-successivi-al-primo,True
Quale tra le seguenti opzioni NON è un argomento trattato nella sezione dedicata alle iscrizioni ai corsi di laurea e laurea magistrale a ciclo unico?,D. Ottenere lo status di studente-atleta,C. Come richiedere un prestito studentesco,False
"Quali sono le due risorse disponibili per gli studenti che desiderano approfondire l'equilibrio tra studio e lavoro, o la possibilità di abbreviare il percorso di studi?",C. Conciliare studio e lavoro e Abbreviazione di carriera,C. Conciliare studio e lavoro e Abbreviazione di carriera,True
Quale tra questi aspetti NON è menzionato come parte dell'organizzazione e della qualità del corso di laurea in Matematica?,C. Servizi di orientamento,B.  Indagine - Laureati magistrali in Matematica,False
Quali sono le conseguenze per gli studenti che non superano l'obbligo formativo aggiuntivo (OFA) entro la scadenza prevista?,C. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,C. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,True
"Secondo il regolamento, cosa succede agli studenti che non superano l'Obbligo Formativo Aggiuntivo (OFA) entro la scadenza prevista?",B. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,B. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,True
"Secondo il regolamento didattico, quali sono i criteri principali per il riconoscimento dei crediti formativi universitari acquisiti in corsi di studio di diversa classe presso università telematiche o estere?",B. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,B. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,True
Quale aspetto viene considerato nella determinazione dei crediti assegnati alle attività formative?,B. Gli obiettivi formativi programmati,B. Gli obiettivi formativi programmati,True
Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale 'Servizi Online' dell'Università di Bologna?,C. AlmaEsami,A. Cedolini web,False
Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,C.  Incarichi extraistituzionali,C. Incarichi extraistituzionali,True
Quali sono le principali aree di focus per studenti che desiderano ottimizzare la propria esperienza universitaria?,"B. Ridurre i costi, utilizzare i servizi offerti e migliorare la qualità della vita durante gli studi","B. Ridurre i costi, utilizzare i servizi offerti e migliorare la qualità della vita durante gli studi",True
Quali sono i tre principali argomenti trattati nei video YouTube?,"A. Ridurre i costi del percorso universitario, utilizzare i servizi offerti e vivere al meglio durante gli studi","A. Ridurre i costi del percorso universitario, utilizzare i servizi offerti e vivere al meglio durante gli studi",True
Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. myUniBo,A. App Studenti,False
Quale delle seguenti NON è una competenza associata alla funzione di 'Esperto matematico'?,A. Capacità progettuali e di pianificazione,C.  Esperienza pratica in ambito legale,False
Quale giorno della settimana è possibile contattare il servizio di orientamento telefonicamente?,"B. Lunedì, Mercoledì e Venerdì","A. Lunedì, Martedì, Mercoledì e Giovedì",False
In quale orario è possibile contattare il servizio di orientamento per studenti internazionali?,D. Venerdì dalle 10:00 alle 11:00,A. Mercoledì dalle 10:00 alle 12:00,False
In quale orario è possibile contattare il servizio di orientamento per lavoro tramite telefono?,"C. Lunedì, Martedì, Giovedì e Venerdì dalle 10:00 alle 12:00","C. Lunedì, Martedì, Giovedì e Venerdì dalle 10:00 alle 12:00",True
"Secondo il corso di laurea in Matematica, quali sono le principali abilità che il laureato dovrebbe possedere per applicare le proprie conoscenze?","C. Padronanza del linguaggio e del ragionamento matematico, capacità di analisi e sintesi, capacità di formalizzare e risolvere problemi matematici semplici.","C. padronanza del linguaggio e del ragionamento matematico, capacità di analisi e sintesi, capacità di formalizzare e risolvere problemi matematici semplici.",True
Quale abilità NON è specificamente menzionata come obiettivo del corso di laurea in Matematica?,C. Capacità di programmazione in linguaggi informatici,C. Capacità di programmazione in linguaggi informatici,True
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,C. AlmaEsami,B. Cedolini web,False
Quale servizio online NON è disponibile per gli studenti dell'Università di Bologna?,D.  IRIS - Archivio produzione scientifica,C.  La mia e-mail Studenti,False
Come possono gli studenti conoscere le opinioni degli studenti che frequentano il Corso di Laurea in Matematica a Bologna?,B. Guardando un video su YouTube,B. Guardando un video su YouTube,True
Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,A. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,C. UniboImmagine,B. Concilium,False
Quando è indicativamente possibile verificare gli importi delle tasse universitarie per il nuovo anno accademico?,B. Dal 25 luglio,C. 10 settembre,False
Quando è indicativamente possibile verificare gli importi delle tasse universitarie per l'anno accademico in corso?,C. Dal 25 luglio,C. Dal 25 luglio,True
Quale informazione NON è disponibile sul sito web?,C. Note legali,D. Calendario degli eventi universitari,False
Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale online dell'Università di Bologna?,D. Incarichi extraistituzionali,D. Incarichi extraistituzionali,True
Quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025?,A. 6061 e 8010,A. 6061 e 8010,True
Quale codice identifica il piano didattico per gli studenti immatricolati nell'anno accademico 2024/25 nel corso di laurea in Matematica?,C. 6061,C. 6061,True
Quali opportunità di finanziamento per gli studi sono disponibili per gli studenti presso l'Università di Bologna?,"D. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, prestito fiduciario UniCredit ad Honorem","D. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, prestito fiduciario UniCredit ad Honorem",True
Quale tra queste opzioni NON è un'opportunità per i laureati in matematica dell'Università di Bologna?,C. Prepararsi al mondo del lavoro,"B. Agevolazioni per cinema, musei e teatri",False
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,A. AlmaEsami,D. Cedolini web,False
Quali sono i codici dei piani didattici disponibili per il corso di laurea in Matematica nell'anno accademico 2024/2025?,D. 6061 e 8010,D. 6061 e 8010,True
"Secondo i dati forniti, quale percentuale di laureati del corso di Matematica lavora attualmente?",C. 6%,C. 6%,True
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,B. AlmaEsami,C. AlmaRegistri,False
Quale dei seguenti servizi NON è elencato come disponibile per gli studenti dell'Università di Bologna?,B. UniboImmagine,B. UniboImmagine,True
Chi è responsabile della proposta e del sostegno delle istanze degli studenti del Corso?,B. I rappresentanti degli studenti eletti periodicamente,"C. Il Consiglio di Corso, composto da professori e studenti",False
"Oltre a Instagram, su quale altra piattaforma social l'Università di Bologna è presente?",A. TikTok,A. TikTok,True
Quale tra i seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C.  Concilium,C.  Concilium,True
Qual è il principale compito della Commissione di Accertamento della Qualità del Corso di studio?,D. Supportare il Coordinatore nel presidio delle procedure di accertamento di qualità e nella diffusione della cultura della qualità.,D. Supportare il Coordinatore nel presidio delle procedure di accertamento di qualità e nella diffusione della cultura della qualità.,True
Quale tra le seguenti NON è una responsabilità della Commissione di gestione AQ del Corso di studio?,"D. Formulare pareri sull'istituzione, attivazione, modifica e soppressione dell'offerta formativa.",C. Definire la dotazione finanziaria per il Corso di studio in base alle esigenze espresse dalla Commissione Paritetica Docenti-Studenti.,False
Quante app sono disponibili per gli studenti dell'Università di Bologna?,A. Quattro,C. Tre,False
Quale docente ha pubblicato l'ultimo avviso il 2022-09-22?,C. Elisa Ercolessi,C. Elisa Ercolessi,True
Quale docente è stato nominato professore ordinario nel 2021?,A. Antonella Grassi,A. Antonella Grassi,True
In quale anno è stato pubblicato l'ultimo avviso?,C. 2010,C. 2010,True
Quali sono gli ambiti di specializzazione offerti al terzo anno del corso di laurea per integrare la formazione in relazione agli interessi degli studenti?,"D. statistica, intelligenza artificiale, ricerca operativa, crittografia, logica","D. statistica, intelligenza artificiale, ricerca operativa, crittografia, logica",True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. AlmaEsami,C. UniboStore,False
Quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?,B. U-Web Reporting - Reportistica Contabile Progetti,C.  La mia e-mail Studenti,False
Quali sono le piattaforme social su cui è possibile seguire l'Università di Bologna?,"B. Instagram, TikTok, YouTube, Telegram, LinkedIn, Facebook, Twitter e Spreaker","D. Instagram, TikTok, YouTube, Facebook, Twitter and LinkedIn",False
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaEsami,C. AlmaRegistri,False
Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,C. UniboImmagine,D. Concilium,False
Quale tipo di corso NON richiede una corrispondenza specifica con un insegnamento italiano per il riconoscimento dei crediti?,D. Corsi Liberi,B. Corsi Fondamentali,False
"Per i Corsi Opzionali di ambito matematico, quanti crediti possono essere riconosciuti per un esame superato presso una sede esterna?",D. Un numero di crediti corrispondente a quello dell'insegnamento di ambito matematico presso la sede esterna.,D. Un numero di crediti corrispondente a quello dell'insegnamento di ambito matematico presso la sede esterna.,True
Entro quale data deve essere comunicata la scelta del tirocinio per un progetto di Dipartimento?,B. 15 ottobre o 15 marzo,B. 15 ottobre o 15 marzo,True
Quando è necessario consegnare la documentazione relativa al tirocinio per l'approvazione da parte della commissione?,"B. Prima di ogni appello di laurea, circa un mese prima della data di laurea.",D. Entro il 15 Ottobre o entro il 15 Marzo di ogni anno accademico.,False
"Secondo il corso di laurea in Matematica, quali sono le principali attività che contribuiscono allo sviluppo dell'autonomia di giudizio negli studenti?",D. Le attività di esercitazione e di laboratorio,D. Le attività di esercitazione e di laboratorio,True
Quale delle seguenti affermazioni descrive meglio il modo in cui il corso di laurea in Matematica aiuta gli studenti a sviluppare le loro capacità comunicative?,"B. Gli studenti sviluppano le loro capacità comunicative attraverso un approccio didattico interattivo che include esercitazioni, lavoro di gruppo e presentazioni.","B. Gli studenti sviluppano le loro capacità comunicative attraverso un approccio didattico interattivo che include esercitazioni, lavoro di gruppo e presentazioni.",True
Quanti crediti formativi (CFU) devono essere scelti obbligatoriamente tra i corsi proposti nel piano didattico?,D. 12,D. 12,True
Quale delle seguenti affermazioni descrive più accuratamente l'obiettivo del corso di studi in matematica riguardo alla formazione professionale degli studenti?,"D. Fornire una solida base matematica e competenze applicabili in settori ad alto contenuto tecnologico, come l'industria, il mondo finanziario e i servizi.","D. Fornire una solida base matematica e competenze applicabili in settori ad alto contenuto tecnologico, come l'industria, il mondo finanziario e i servizi.",True
Chi è responsabile della verifica della formazione in materia di sicurezza per gli studenti in tirocinio presso Soggetti esterni?,B. Le Aziende/Enti ospitanti,B. Le Aziende/Enti ospitanti,True
Quale dei seguenti servizi online è specificamente menzionato per gli studenti dell'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C. UniboImmagine,B. Concilium,False
Dove si trovano le informazioni sull'idoneità di lingua inglese per il primo anno del corso di laurea in Matematica?,C. Nella pagina del Centro Linguistico di Ateneo (Cilta),C. Nella pagina del Centro Linguistico di Ateneo (Cilta),True
"Per ottenere il riconoscimento di un titolo equipollente in Lingua e Letteratura Italiana, a quale pagina web bisogna fare riferimento?",B. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Certificazioniequipollenti.htm,B. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Certificazioniequipollenti.htm,True
Quale dei seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,C. AlmaEsami,C. AlmaEsami,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C. Concilium,C. Concilium,True
Per quali insegnamenti è necessario contattare il docente via email per fissare un appuntamento per gli esami?,"D. ANALISI FUNZIONALE 1, INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE e TOPOLOGIA ALGEBRICA 1","D. ANALISI FUNZIONALE 1, INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE e TOPOLOGIA ALGEBRICA 1",True
Quando è possibile iscriversi all'appello orale di  '02023 CALCOLO NUMERICO SIMONCINI VALERIA'?,C. Dal 5 settembre 2024 al 28 settembre 2024,A. Dal 19 settembre 2024 al 6 ottobre 2024,False
In quale aula si terrà l'esame di 'GEOMETRIA 2' con il professore Mongardi Giovanni?,A. Aula Cremona,C. Aula Seminario VIII piano,False
Qual è l'importo dell'indennità da pagare se si presenta la domanda di laurea oltre il termine ordinario ma entro la scadenza tardiva con mora?,"D. 100,00 €","D. 100,00 €",True
In quale periodo si svolgono le sessioni d'esame autunnale per l'anno accademico 2023/2024?,C. Fino al 13 settembre 2024,C. fino al 13 settembre 2024,True
Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
In quale anno accademico è disponibile il piano didattico per il corso di laurea in Matematica con codice 6061?,A. 2024/2025,A. 2024/2025,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,C. Incarichi extraistituzionali,C. Incarichi extraistituzionali,True
In quale anno accademico sono disponibili i piani didattici per i corsi di laurea in matematica?,A. 2024/2025,A. 2024/2025,True
Quale dei seguenti codici identifica un piano didattico per studenti immatricolati nell'anno accademico 2024/2025?,D. 6061,D. 6061,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,C. AlmaEsami,B. Cedolini web,False
Quali piani didattici sono disponibili per studenti immatricolati nel corso di laurea in Matematica nell'anno accademico 2024/2025?,A. Codice 6061 e Codice 8010,A. Codice 6061 e Codice 8010,True
Quale insegnamento del primo anno di corso ha un periodo di svolgimento che comprende sia il periodo autunnale che quello primaverile?,D. GEOMETRIA E ALGEBRA LINEARE 1,D. GEOMETRIA E ALGEBRA LINEARE 1,True
"In secondo anno di corso, quale insegnamento ha un arco temporale di lezioni che si estende dal 17 febbraio 2025 al 30 maggio 2025?",A. ANALISI MATEMATICA 2A,C. TOPOLOGIA,False
Quale dei seguenti corsi fa parte del percorso Modellistico Applicativo e si concentra sull'approfondimento in probabilità?,A. PROBABILITA' 2,D. ISTITUZIONI DI FISICA MATEMATICA E PROBABILITA',False
Quale tra i seguenti insegnamenti è obbligatorio per il percorso teorico?,A. ISTITUZIONI DI ALGEBRA E GEOMETRIA,B. ALGEBRE,False
Quale corso universitario richiede 2 CFU e appartiene al settore scientifico disciplinare MAT/05?,A. COMPLEMENTI DI ANALISI MATEMATICA,C. ELEMENTI DI ANALISI FUNZIONALE,False
Quale insegnamento del primo anno di corso ha un periodo di lezione che si estende dall'16/09/2024 al 30/05/2025?,A. ALGEBRA 1 - non attivo per l'anno 2024/2025,B. ANALISI MATEMATICA 1A - non attivo per l'anno 2024/2025,False
Quale tra i seguenti insegnamenti del terzo anno di corso ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,B. FISICA MATEMATICA 3,D. GEOMETRIA 2,False
Quale tra i seguenti corsi opzionali ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,A. CURVE E SUPERFICI ALGEBRICHE,C. GEOMETRIA PROIETTIVA,False
In quale periodo dell'anno accademico 2024 si svolge il corso di 'Probabilità e Statistica Matematica 2'?,D. Dal 11 novembre 2024 al 16 dicembre 2024,D. Dal 11 novembre 2024 al 16 dicembre 2024,True
Quale tra questi corsi ha come codice di materia MAT/07?,B. INTRODUZIONE AI SISTEMI COMPLESSI,B. INTRODUZIONE AI SISTEMI COMPLESSI,True
"Secondo il codice fornito, a quale area disciplinare appartiene il corso di studi?",B. MAT/03,B. MAT/03,True
Quale insegnamento del primo anno di corso ha un periodo di svolgimento che si estende da settembre a maggio?,D. algebra 1,C. fisica matematica 1,False
Quale tra i seguenti insegnamenti del terzo anno di corso ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,A. FISICA MATEMATICA 3,C. GEOMETRIA 2,False
Quale dei seguenti corsi opzionali del III anno ha un periodo di lezioni che si estende dall'16 settembre 2024 al 30 maggio 2025?,A. CURVE E SUPERFICI ALGEBRICHE,C. PROVA FINALE,False
Quale delle seguenti materie è inclusa nel corso di studi con codice 8010 nell'anno accademico 2024?,A. GEOMETRIA PROIETTIVA,C. FISICA MATEMATICA,False
Quale tra questi corsi ha come codice di materia MAT/07?,A. INTRODUZIONE AI SISTEMI COMPLESSI,A. INTRODUZIONE AI SISTEMI COMPLESSI,True
"Secondo il codice fornito, a quale area disciplinare appartiene il corso di studi?",B. MAT/03,B,True
Quale dei seguenti servizi online è specificamente menzionato per gli studenti della Laurea in Matematica all'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
Quale tra questi servizi NON è disponibile tramite il Portale di Ateneo?,B. IRIS - Archivio produzione scientifica,B. IRIS - Archivio produzione scientifica,True
"In base al testo fornito, quando si tiene la lezione di 'Electromagnetic Propagation for Wireless Systems'?",C. 12 Dicembre 2017 09:00 - 11:30,C. 12 Dicembre 2017 09:00 - 11:30,True
In quale periodo si svolge il corso 'Electromagnetic Propagation for Wireless Systems'?,A. September 2017 - 18 December 2017,B. 12 December 2017 - 18 December 2017,False
Quale informazione NON è disponibile sul sito web dell'Università di Bologna?,A.  Informazioni sul trattamento dei dati personali,C.  Il programma completo del corso di laurea in matematica,False
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,B. AlmaEsami,C. AlmaRegistri,False
Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna nel testo fornito?,A.  IRIS - Archivio produzione scientifica,B. Servizio di supporto per la ricerca di alloggi studenteschi,False
A quale scopo viene utilizzato il modulo 'Giustificativo per il datore di lavoro' disponibile sul sito dipartimento di matematica dell'Università di Bologna?,"B. Per certificare l'assenza lavorativa in caso di partecipazione a lezioni, prove d'esame o sessioni di laurea","B. Per certificare l'assenza lavorativa in caso di partecipazione a lezioni, prove d'esame o sessioni di laurea",True
"Secondo le istruzioni fornite, qual è il livello di accesso preferito per la tesi digitale?",A. accesso libero,A. accesso libero,True
"Quanto dura il TOLC-I, il test di ingresso per questo corso di laurea?",D. 1 ora e 50 minuti,D. 1 ora e 50 minuti,True
"Secondo il bando di ammissione, quale peso viene attribuito al punteggio della sezione logica del TOLC-I nella graduatoria di merito?","B. 0,5","B. 0,5",True
Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,C. AlmaEsami,A. Servizi bibliotecari,False
Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,A.  Incarichi extraistituzionali,A. Incarichi extraistituzionali,True
A chi si può rivolgere per ottenere informazioni sugli sbocchi occupazionali del Corso di Laurea in Matematica?,B. Segreteria Didattica del Corso di Laurea,B. Segreteria Didattica del Corso di Laurea,True
"Per ricevere supporto e chiarimenti riguardo al corso di laurea in Matematica, quale indirizzo email è dedicato ai tutor del corso?",A. mat.didattica@unibo.it,A. mat.didattica@unibo.it,True
Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. App Alumni,A. App MyStudy,False
Quale delle seguenti NON è una competenza associata alla funzione di 'Esperto matematico'?,B. Capacità progettuali e di pianificazione,D.  Dimestichezza nell'utilizzo di software di progettazione architettonica,False
Quale tra le seguenti affermazioni descrive meglio l'obiettivo del corso di 'Complementi di Analisi Matematica'?,"A. Completare la formazione di analisi di base degli studenti del corso di Laurea in Matematica, con particolare attenzione alle serie di Fourier e all'integrazione di forme differenziali su varietà.","D. Introduzione ai fondamenti della logica matematica e della teoria dei numeri, con applicazioni in informatica e crittografia.",False
Quale delle seguenti affermazioni descrive più accuratamente l'obiettivo del corso di 'COMPLEMENTI DI ALGEBRA'?,C.  Imparare a calcolare integrali superficiali e a risolvere problemi di equazioni alle derivate parziali in due variabili.,"D.  Approfondire la teoria di Galois e la teoria dei moduli, con particolare attenzione alla risoluzione di equazioni polinomiali tramite radicali.",False
"Quale delle seguenti affermazioni descrive meglio l'importanza della logica matematica, secondo il testo?",B. La logica matematica è fondamentale per comprendere la struttura delle dimostrazioni matematiche e analizzare la loro validità.,B. La logica matematica è fondamentale per comprendere la struttura delle dimostrazioni matematiche e analizzare la loro validità.,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,C. AlmaEsami,D. Bacheca offerte di lavoro,False
In quale anno accademico è disponibile il piano didattico per gli studenti immatricolati nel corso di laurea in Matematica con codice 8010?,B. 2023-24,B. 2023-24,True
Quale piano didattico è disponibile per gli studenti immatricolati nell'anno accademico 2022-2023 nel corso di laurea in Matematica con codice 8010?,D. [Piano didattico per studenti immatricolati nell'a.a. 2022-23](https://corsi.unibo.it/laurea/matematica/insegnamenti/piano/2024/8010/000/000/2022),D. [Piano didattico per studenti immatricolati nell'a.a. 2022-23](https://corsi.unibo.it/laurea/matematica/insegnamenti/piano/2024/8010/000/000/2022),True
Quale ente è responsabile della progettazione e dello sviluppo del sito web del Corso di Studi dell'Università di Bologna?,A. Settore Portale d'Ateneo – Artec e Settore tecnologie web - Cesia,A. Settore Portale d'Ateneo – Artec e Settore tecnologie web - Cesia,True
Quali sono le aree di specializzazione che il corso di laurea in Matematica intende rafforzare nei suoi studenti?,"D. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali","D. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali",True
In che anno è stato introdotto il corso?,B. 2011,C. 2001,False
Quante postazioni informatiche sono disponibili nella sala studio al piano terra della biblioteca del Dipartimento di Matematica?,B. 80,D. 20,False
Quante postazioni sono disponibili nel Laboratorio Studenti?,C. 48,C. 48,True
"In quale delle seguenti situazioni l'Ateneo riconosce la formazione specifica sulla sicurezza (Moduli 2, 3, 4) pregressa svolta presso un altro ente?",D. Nessuna delle precedenti,D. Nessuna delle precedenti,True
Quale delle seguenti università NON è stata proposta come destinazione di studio per gli studenti del Corso di Laurea in Matematica?,C. École Normale Supérieure De Lyon,C. École Normale Supérieure De Lyon,True
Quale università NON è situata in Gran Bretagna?,C. UNIVERSITEIT VAN AMSTERDAM,C. UNIVERSITEIT VAN AMSTERDAM,True
Qual è l'indirizzo del sito web menzionato nel testo?,C. https://www.ub.edu/web/portal/ca/,C. https://www.ub.edu/web/portal/ca/,True
Quali sono le principali caratteristiche del corso di laurea in Informatica all'Università di Barcellona?,A. Il testo fornito non contiene informazioni specifiche sul corso di laurea in Informatica all'Università di Barcellona.,A. Il testo fornito non contiene informazioni specifiche sul corso di laurea in Informatica all'Università di Barcellona.,True
Qual è l'argomento principale del corso di laurea in base al link fornito?,B.  Il contesto fornito non contiene informazioni su un corso di laurea.,D.  Il corso di laurea è incentrato sulla fisica quantistica.,False
Quale università ospita il corso?,C. Università di Barcellona,D. Università di Bologna,False
Quale delle seguenti affermazioni descrive accuratamente l'argomento principale?,B. Il testo fornisce informazioni sul sito web dell'Università di Barcellona.,D. Il testo elenca i requisiti di ammissione per gli studenti internazionali all'Università di Barcellona.,False
Quale dei seguenti servizi online è specificamente dedicato agli studenti dell'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
Quale servizio online è dedicato alla gestione delle tesi di laurea?,D. Tesi online,D. Tesi online,True
Quale ufficio si occupa della gestione delle pratiche amministrative relative alla carriera degli studenti iscritti al Corso in Matematica?,B. Segreteria studenti,B. Segreteria studenti,True
Quale ufficio dell'università si occupa di fornire supporto agli studenti nell'intraprendere l'attività di tirocinio?,C. Ufficio Tirocini,C. Ufficio Tirocini,True
"Quali informazioni aggiuntive, oltre alle note legali, sono disponibili sul sito web menzionato nel testo?",A. Informazioni sul sito e accessibilità,A. Informazioni sul sito e accessibilità,True
Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. AlmaEsami,D. AlmaEsami,True
In quale anno accademico sono disponibili i piani didattici?,D. 2024/2025,D. 2024/2025,True
Quale codice identifica il piano didattico per studenti immatricolati nell'anno accademico 2024/25 nel corso di laurea in Matematica?,B. 6061,B. 6061,True
Quando è necessario attivare la carriera universitaria per poter accedere ai servizi online come la rete Wi-Fi e le risorse bibliotecarie?,A. Entro il 28 febbraio 2025,A. Entro il 28 febbraio 2025,True
Quando è necessario attivare la carriera universitaria per poter accedere ai servizi online e compiere azioni come la prenotazione degli esami?,A. Entro il 28 febbraio 2025,A. Entro il 28 febbraio 2025,True
