domanda,risposta_gold,risposta,se_corretta
A chi è rivolta la selezione straordinaria per i corsi di laurea a numero programmato per l'anno accademico 2024/2025?,"D. Cittadini italiani, cittadini dell'Unione Europea, cittadini non-UE equiparati e cittadini non-UE residenti all'estero che devono concorrere con cittadini dell'UE","D
    The text of the correct answer is: ""cittadini italiani, cittadini dell’Unione Europea, cittadini non -UE equiparati e “cittadini non -UE residenti all’estero che devono concorrere con i cittadini UE"".""",True
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data i cittadini non-UE residenti all'estero devono presentare il certificato di conoscenza della lingua italiana?",B. 16/09/2024,"D
    The text of the correct answer is: 15/07/2024",False
"Secondo il bando di ammissione A.A. 2024/2025, entro quale data è necessario immatricolarsi, in caso di vittoria in graduatoria o recupero?","B. Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando","B
    Entro i termini perentori indicati nei paragrafi 4.7, 4.8 e 4.9 del bando.",True
"Secondo il bando, qual è la conseguenza per chi non rispetta le scadenze di pagamento per le procedure di ammissione?","C. Esclusione dalla procedura, indipendentemente dal motivo.","C. Esclusione dalla procedura, indipendentemente dal motivo.",True
Qual è la data limite per la candidatura alla seconda selezione?,"A. 15 luglio 2024, ore 13.00","A
    The text of the correct answer is: 15 luglio 2024, ore 13.00",True
Quando è possibile effettuare l'immatricolazione per chi è stato ammesso alla selezione ordinaria?,D. Dal 25 luglio 2024 al 30 luglio 2024 compreso,"D
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024 compreso",True
"In base al bando, quanti posti sono disponibili per il corso di Scienze Politiche, Sociali e Internazionali (SPOSI) per i cittadini italiani, dell'Unione Europea e categorie equiparate nella prima selezione?",C. 300,C. 300,True
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",B. 30 dicembre 2024,"B
    The text of the correct answer is: 30 dicembre 2024",True
In quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?,"B. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.","D
    The text of the correct answer is: Se si è già immatricolati a un corso di questo bando e successivamente si ottiene un posto anche in un altro corso.",False
"Per la prima selezione del corso, quali TOLC -E sono validi?",A. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,"A
    A. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi",True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC -E?,D.  Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,D. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992.,True
Quando è possibile candidarsi alla seconda selezione per l'ammissione ai corsi?,"A. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00","A
    Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00",True
Quando è possibile candidarsi per la selezione straordinaria per l'ammissione ai corsi di laurea?,"B. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00","B
    B. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00",True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",C. 30 dicembre 2024,"C
    C. 30 dicembre 2024",True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che partecipano alla prima selezione?,B. 22/04/2024,"B
    The text of the correct answer is: 22/04/2024",True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",B. 6/36,"B
    B. 6/36",True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","B. L'età anagrafica, con la persona più giovane che precede.","B. L'età anagrafica, con la persona più giovane che precede.",True
"Secondo il bando, quando viene pubblicata la graduatoria per la selezione straordinaria?",C. 2 ottobre 2024,"C
    The text of the correct answer is: 2 ottobre 2024",True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",A. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,"A.
    The text of the correct answer is: ""Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.""",True
Cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola?,C. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse per un eventuale spostamento nel corso di maggior interesse.,"C
    The text of the correct answer is: Può immatricolarsi al corso di riserva e dichiarare il proprio interesse per un eventuale spostamento nel corso di maggior interesse.",True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,D. Dal 25 luglio 2024 al 30 luglio 2024,"D
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024",True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,C. Dal 25 luglio 2024 al 30 luglio 2024,"C
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024",True
Qual è la data limite per ottenere il diploma di scuola secondaria se si è immatricolati all'università senza averlo ancora conseguito?,D. 30 dicembre 2024,"D
    D. 30 dicembre 2024",True
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,"A
    A. 28 febbraio 2025",True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,B. 28 novembre 2024,"B
    The text of the correct answer is: 28 novembre 2024",True
"Per ottenere le agevolazioni sulla contribuzione studentesca (esonero totale o contributo ridotto) in funzione dell'ISEE, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",C. 16/05/2024 – 23/05/2024,"B
    The text of the correct answer is: 11/08/2023 – 10/08/2024",False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,B. Dal 2 ottobre 2024 al 7 ottobre 2024,"C
    C. Dal 2 agosto 2024 al 7 agosto 2024 (the correct answer is the period that includes the dates 2 agosto 2024 and 7 agosto 2024, as specified in the context)",False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale considerato per il calcolo dei CFU necessari?",D. 1° agosto 2023 - 10 agosto 2024,"D
    The text of the correct answer is: 1° agosto 2023 - 10 agosto 2024",True
Entro quale periodo di tempo il Consiglio di Corso di studi di destinazione valuterà i crediti acquisiti nella carriera di provenienza?,C. Successivamente alla conclusione della procedura di trasferimento,"C
    Successivamente alla conclusione della procedura di trasferimento",True
"Per essere considerato valido per l'accesso ai corsi di questo bando, un TOLC-E deve essere sostenuto:","B. tra il 1° gennaio 2023 e il 29 aprile 2024 per la prima selezione, tra il 1° gennaio 2023 e il 12 luglio 2024 per la seconda selezione, o tra il 1° gennaio 2023 e il 18 settembre 2024 per l'eventuale selezione straordinaria.","B
    The text of the correct answer is:
    tra il 1° gennaio 2023 e il 29 aprile 2024 per la prima selezione, tra il 1° gennaio 2023 e il 12 luglio 2024 per la seconda selezione, o tra il 1° gennaio 2023 e il 18 settembre 2024 per l'eventuale selezione straordinaria.",True
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"C. 157,04 €","C
    C. 157,04 €",True
"Secondo il bando, qual è il criterio fondamentale per determinare il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","A. L'anno di prima immatricolazione all'università, anche se presso un altro ateneo.","D
    The text of the correct answer is: D. Il numero di CFU riconosciuti specificamente sul corso di studi a cui il candidato si iscrive.",False
In quale periodo l'Università di Bologna sarà chiusa per ferie estive?,C. Dal lunedì 12 agosto al venerdì 16 agosto 2024,"C
    C. Dal lunedì 12 agosto al venerdì 16 agosto 2024",True
"Secondo il bando, qual è la modalità di pagamento per l'iscrizione al TOLC?",D. Seguendo le modalità indicate sulla piattaforma PagoPA,"D
    The text of the correct answer is: D. Seguendo le modalità indicate sulla piattaforma PagoPA",True
Quando è possibile candidarsi alla seconda selezione per l'ammissione al corso?,"B. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","B
    The text of the correct answer is: Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00",True
Quando è possibile presentare la domanda di immatricolazione per la selezione straordinaria?,C. Dal 2 ottobre 2024 al 7 ottobre 2024 compreso,"A
    A. Dal 10 settembre 2024 al 19 settembre 2024, ore 13.00",False
"Secondo il bando, in quale periodo è possibile immatricolarsi o passare a un altro corso per chi ha necessità di recuperare o spostare il proprio percorso di studi?",A. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,"B
    B. Dal 9 ottobre 2024 al 15 ottobre 2024 compresi",False
"Secondo il bando, entro quale data deve essere conseguito il diploma di scuola secondaria superiore da parte degli studenti che si iscrivono con uno dei titoli elencati in 3.2.a?",B. 30 dicembre 2024,B. 30 dicembre 2024.,True
"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi all'Università di Bologna?",A. Se previsto dalla legge n. 33 del 12 aprile 2022.,"A.
    The text of the correct answer is: Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi all'Università di Bologna? A. Se previsto dalla legge n. 33 del 12 aprile 2022.",True
"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",C. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,"C
    The text of the correct answer is: I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi",True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC?,B. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992.,True
Qual è il termine ultimo per la candidatura alla prima selezione?,"A. 30 aprile 2024, ore 13.00","A
    A. 30 aprile 2024, ore 13.00",True
Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00","C
    The text of the correct answer is: Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00.",True
Qual è la data limite per il conseguimento del titolo di studio per i candidati che non lo hanno ancora ottenuto al momento della candidatura?,C. 30 dicembre 2024,"C
    The text of the correct answer is: 30 dicembre 2024",True
Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non UE residenti all'estero che partecipano alla prima selezione?,A. 22/04/2024,"D
    The text of the correct answer is: 08/07/2024",False
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per accedere alla seconda selezione?",B. 6/36,B. 6/36,True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","D. L'età anagrafica, con la persona più giovane che precede.","D
    The text of the correct answer is: ""In caso di parità di punteggio nella graduatoria per un corso di studi, sarà data precedenza a chi è anagraficamente più giovane.""",True
Secondo il bando,"B. Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse a spostarsi nel corso di maggior interesse.","B
    B. Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.",True
"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",B. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,"B
    The text of the correct answer is: ""Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.""",True
Cosa succede a un candidato che risulta “Vincitore” in una graduatoria per un corso di studio di riserva?,"A. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.","A
    A: Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.",True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,C. Dal 25 luglio 2024 al 30 luglio 2024,"C
    The answer is: C. Dal 25 luglio 2024 al 30 luglio 2024",True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,"B
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024",True
Qual è la data limite per l'attivazione della carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della procedura di recupero nella seconda selezione?,D. 26 agosto 2024,"B
    The text of the correct answer is: 15 ottobre 2024",False
"Entro quale data è necessario attivare la carriera universitaria dopo l'immatricolazione, pena l'annullamento dell'immatricolazione stessa?",D. 28 febbraio 2025,"D
    The text of the correct answer is:  La carriera deve essere attivata entro il 28 febbraio 2025.",True
Entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?,B. 28 novembre 2024,"B
    The text of the correct answer is: 28 novembre 2024",True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo temporale entro cui devono essere stati acquisiti i CFU riconosciuti?",A. 16/05/2024 – 23/05/2024,"B
    The text of the correct answer is: 11/08/2023 – 10/08/2024",False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,A. Dal 2 ottobre 2024 al 7 ottobre 2024,B. Dal 25 luglio 2024 al 30 luglio 2024.,False
Per quali periodi di tempo sono considerati validi i CFU per ottenere agevolazioni sulla contribuzione studentesca?,C. Dal 1° agosto 2023 al 10 agosto 2024,"C
    The text of the correct answer is: Dal 1° agosto 2023 al 10 agosto 2024",True
"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza?",A. Dopo l'immatricolazione,"D
    The text of the correct answer is: ""Prima dell'immatricolazione""",False
In che anno è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini non -UE residenti all’estero”?,A. 2024,"B
    B. 2023",False
Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"D. 157,04 €","D
    D. 157,04 €",True
Qual è il criterio determinante per il numero minimo di CFU richiesti per accedere ai benefici ER.GO?,"A. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro Ateneo.","A. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro Ateneo.",True
In quale delle seguenti date l'Ufficio Contribuzioni Studentesche di Bologna sarà chiuso?,B. venerdì 29 marzo 2024,"B
    B. venerdì 29 marzo 2024",True
"Secondo il bando, qual è la modalità di pagamento prevista per l'iscrizione al TOLC?",C. Seguendo le modalità indicate sulla piattaforma PagoPA tramite Studenti Online,"C
    The text of the correct answer is: C. Seguendo le modalità indicate sulla piattaforma PagoPA tramite Studenti Online",True
Qual è la data limite per la candidatura alla seconda selezione del TOLC-E?,A. 15 luglio 2024,"B
    B. 2 maggio 2024 al 15 luglio 2024, ore 13.00",False
"Quando è possibile presentare domanda per l'immatricolazione, anche in caso di trasferimento o passaggio di corso, durante la selezione ordinaria?",C. Dal 25 luglio 2024 al 30 luglio 2024 compreso,"C
    Dal 25 luglio 2024 al 30 luglio 2024 compreso",True
"Secondo il bando, in quale periodo è possibile immatricolarsi a un corso di laurea, anche in caso di trasferimento o passaggio di corso, per i candidati che hanno necessità di recuperare o spostare il proprio posto?",C. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,"A
    Dal 9 ottobre 2024 al 15 ottobre 2024 compresi",False
"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",D. 30 dicembre 2024,"D
    The text of the correct answer is: 30 dicembre 2024",True
"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?","D. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.","C
    The text of the correct answer is: Se si è già immatricolati ad un corso di questo bando e si desidera iscriversi successivamente ad un altro corso.",False
"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",D.  I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,"D
    The text of the correct answer is: I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi",True
Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% durante la prova TOLC -E?,A. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,"A
    Students with disabilities or specific learning disorders (DSA) and/or those with civil and/or handicap according to the L. 104/1992 can request a 50% additional time during the TOLC-E test.",True
Qual è il termine ultimo per la candidatura alla prima selezione per l'ammissione ai corsi?,"D. 30 aprile 2024, ore 13:00","D
    D. 30 aprile 2024, ore 13:00",True
Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"C. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00","C
    C: Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00",True
"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",B. 30 dicembre 2024,"B
    The text of the correct answer is: 30 dicembre 2024",True
"Qual è la data limite per presentare un certificato di conoscenza della lingua italiana per la seconda selezione, se si è un cittadino non UE residente all'estero?",C. 08/07/2024,"C
    The text of the correct answer is: 08 /07/2024",True
"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",D. 6/36,"D
    D. 6/36",True
"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire la precedenza?","A. L'età anagrafica, con la persona più giovane che ha la precedenza.","A. L'età anagrafica, con la persona più giovane che ha la precedenza.",True
"Secondo il bando, in quale data verrà pubblicata la graduatoria per la selezione straordinaria?",B. 2 ottobre 2024,"D
    The text of the correct answer is: 25 luglio 2024",False
"In quale delle seguenti situazioni un candidato otterrebbe la dicitura ""Idoneo"" nella graduatoria?",B.  Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,"B.
    Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.",True
Cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola a quel corso?,C. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.,"C.
    Può immatricolarsi al corso di riserva e dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.",True
Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,B. Dal 25 luglio 2024 al 30 luglio 2024,"B
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024",True
Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,A. Dal 25 luglio 2024 al 30 luglio 2024,"A
    The text of the correct answer is: Dal 25 luglio 2024 al 30 luglio 2024",True
Qual è la data limite per attivare la carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della seconda selezione?,D. 26 agosto 2024,"C
    The text of the correct answer is: 30 luglio 2024",False
Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,"A
    A. 28 febbraio 2025",True
"Secondo le informazioni fornite, entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?",C. 28 novembre 2024,"C
    The text of the correct answer is: 28 novembre 2024",True
"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, quale periodo temporale di acquisizione dei CFU è considerato valido?",B. 01/08/2023 – 31/07/2024,"C
    The text of the correct answer is: 11/08/2023 – 10/08/2024",False
In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,B. Dal 2 ottobre 2024 al 7 ottobre 2024,"C
    C. Dal 2 ottobre 2024 al 7 ottobre 2024",False
"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale considerato per il calcolo dei CFU?",D. Dal 1° agosto 2023 al 10 agosto 2024,"D
    The text of the correct answer is: Dal 1° agosto 2023 al 10 agosto 2024",True
"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza dopo l'immatricolazione?",C. Non esiste una data limite specifica per la presentazione della domanda di trasferimento in uscita.,B. 30 maggio 2024.,False
"In quale periodo è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini italiani, cittadini dell’Unione Europea, cittadini non -UE equiparati”?",B. Dal 1° gennaio 2023 al 31 dicembre 2023,"D
    (Dal 1° gennaio 2023 al 12 luglio 2024)",False
Qual è l'importo fisso della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"B. 157,04 €","B. 157,04 €.",True
"Secondo il bando, quale criterio viene utilizzato per determinare il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","C. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro ateneo.","C. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro ateneo.",True
In quale periodo l'Università di Bologna rimane chiusa per la chiusura estiva?,D. Dal lunedì 12 agosto al venerdì 16 agosto 2024,D. Dal lunedì 12 agosto al venerdì 16 agosto 2024.,True
Quale tra questi servizi NON è offerto per gli studenti del corso di laurea in Sviluppo e Cooperazione Internazionale?,D. Servizi di orientamento,"A

    The correct answer is A. Iscrizioni a corsi di specializzazione in economia is not offered for the course of laurea in Sviluppo e Cooperazione Internazionale. The other options are services offered to students of this course.",False
Quale risorsa è dedicata agli studenti con disabilità e DSA?,D. [Servizi per gli studenti con disabilità e con DSA](http://www.studentidisabili.unibo.it/),"D
    The text of the correct answer is:  Servizi per gli studenti con disabilità e con DSA",True
Quando gli studenti del secondo e terzo anno del corso di SVIC devono presentare il piano di studi?,D. Quando il piano didattico prevede un gruppo di scelta,"D

    The text of the correct answer is:
    Quando il piano didattico prevede un gruppo di scelta",True
"Secondo le informazioni fornite, in quale situazione è possibile sostenere un esame inserito nel piano di studi a gennaio, anche se le lezioni si svolgono nel secondo semestre?",C. Se l'esame è stato inserito nel piano di studi nel semestre precedente.,A. Se l'esame è stato inserito nel piano di studi durante il primo semestre dell'anno accademico in corso.,False
Quale delle seguenti informazioni NON è disponibile sul sito web del corso di laurea in Sviluppo e Cooperazione Internazionale?,C. I nomi dei docenti che insegnano nel corso,"D

    The information ""I risultati di apprendimento attesi per i laureandi"" is not available on the website of the course of Laurea in Sviluppo e Cooperazione Internazionale.",False
