sorgente,domanda,corretta,errata_1,errata_2,errata_3
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, in quale delle seguenti situazioni un cittadino non-UE residente all'estero, titolare di permesso di soggiorno per motivi di studio,  perderà i requisiti per il soggiorno in Italia?",A. Rinunciando formalmente agli studi presso l'Università di Bologna o un'altra università,B. Trasferendosi da un altro ateneo all'Università di Bologna,C.  Partecipando al TOLC -I più volte al mese,D.  Rinunciando ad uno dei due corsi di laurea a cui è iscritto
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Per la prima selezione del TOLC-I, quali date sono valide per la partecipazione?",A. Dal 1° gennaio 2023 al 29 aprile 2024,B. Dal 1° gennaio 2023 al 12 luglio 2024,C. Dal 1° gennaio 2023 al 18 settembre 2024,D. Dal 1° gennaio 2024 al 29 aprile 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, quali sono gli adattamenti possibili per gli studenti con DSA che scelgono di sostenere il TOLC presso l'Ateneo di Bologna?",A. Tempi aggiuntivi del 30% e ausili necessari come assistenza per la lettura del testo e calcolatrice non scientifica.,B. Tempi aggiuntivi del 50% e ausili necessari come un interprete e un assistente personale.,C. Tempi aggiuntivi del 30% e ausili necessari come un computer con software di sintesi vocale e un supporto psicologico.,D. Tempi aggiuntivi del 50% e ausili necessari come un computer con tastiera modificata e un supporto logopedico.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Per partecipare alla seconda selezione per l'ammissione ai corsi, qual è il periodo di candidatura?","A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13.00","B. Dal 4 marzo 2024 al 30 aprile 2024, ore 13.00","C. Dal 10 settembre 2024 al 19 settembre 2024, ore 13.00","D. Dal 2 maggio 2023 al 15 luglio 2023, ore 13.00"
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo le istruzioni fornite, quando è necessario inviare l'attestato TOLC alla Segreteria Studenti?",A. Solo se non è possibile ricevere automaticamente il TOLC associato al tuo nominativo.,"B. Entro il 30 dicembre 2024, indipendentemente dalla ricezione automatica.",C.  Dopo aver completato il pagamento del contributo di 20 euro.,D.  Durante la fase di registrazione su Studenti Online.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non-UE residenti all'estero che devono concorrere con i cittadini UE, per la prima selezione?",A. 22/04/2024,B. 08/07/2024,C. 15/07/2024,D. 30/04/2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, quando è necessario inviare un'e-mail alla Segreteria Studenti di Scienze con l'attestato TOLC?",A. Se il tuo TOLC non è stato ricevuto automaticamente e rientri nell'elenco pubblicato su Studenti Online.,B. Se hai superato la soglia di idoneità prevista per la selezione.,C. Se hai già sostenuto un TOLC in precedenza e vuoi partecipare alla selezione successiva.,D. Se hai bisogno di assistenza nella compilazione della domanda di candidatura online.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Per il corso di Scienze Biologiche, quale peso viene attribuito al punteggio ottenuto nella sezione di Matematica del TOLC-I?",A. 0.75,B. 0.5,C. 0.1,D. 1
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,In quale caso un candidato otterrà un Obblighi Formativi Aggiuntivi (OFA) durante la seconda selezione?,"A. Se il punteggio TOLC-I è inferiore a 19 per Matematica o inferiore a 11 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.","B. Se il punteggio TOLC-I è inferiore a 18 per Matematica o inferiore a 10 per i corsi di Astronomia, Chimica e Chimica dei Materiali, Chimica Industriale, Fisica, Scienza dei Materiali, Scienze Biologiche e Scienze Naturali.",C. Se il candidato non si iscrive entro il 31 marzo 2025.,D. Se il candidato non è stato ammesso alla prima selezione.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, cosa succede se un candidato è stato classificato come “Vincitore” nella graduatoria del corso di riserva ma anche come “Idoneo” nel corso di maggior interesse durante la seconda selezione?","A. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il suo interesse per un possibile spostamento nel corso di maggior interesse.","B. Deve immatricolarsi automaticamente nel corso di maggior interesse, poiché è stato classificato come “Idoneo”.",C. Deve immatricolarsi al corso di riserva e non può dichiarare alcun interesse per il corso di maggior interesse.,"D. Sarà automaticamente trasferito al corso di maggior interesse, senza la necessità di immatricolazione o dichiarazione di interesse."
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Se sei stato classificato come “Idoneo” in entrambi i corsi di studi scelti, cosa puoi fare?",A. Dichiarare il tuo interesse al recupero per entrambi i corsi seguendo le indicazioni della Sezione 4.5.,B. Immatricolarti al corso di riserva e dichiarare il tuo interesse a spostarti nel corso di maggior interesse.,"C. Immatricolarti al corso di maggior interesse e, se non riesci ad entrare, dichiarare il tuo interesse al recupero.","D. Richiedere l'accesso alla selezione straordinaria, se prevista, per entrambi i corsi."
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"In quale periodo è possibile dichiarare l'interesse al recupero per la prima selezione, secondo recupero?",A. Dal 27 maggio 2024 al 30 maggio 2024,B. Dal 16 maggio 2024 al 23 maggio 2024,C. Dal 25 luglio 2024 al 30 luglio 2024,D. Dal 1° agosto 2024 al 26 agosto 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,Quando è possibile dichiarare l'interesse allo spostamento al corso di maggior interesse dopo la prima selezione?,A. Dal 27 maggio 2024 al 30 maggio 2024,B. Dal 4 giugno 2024 al 10 giugno 2024,C. Dal 1° agosto 2024 al 26 agosto 2024,D. Dal 9 ottobre 2024 al 15 ottobre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"In quale periodo è possibile richiedere lo spostamento per la prima selezione, secondo spostamento?",A. Dal 27 maggio 2024 al 30 maggio 2024,B. Dal 25 luglio 2024 al 30 luglio 2024,C. Dal 1° agosto 2024 al 26 agosto 2024,D. Dal 2 ottobre 2024 al 7 ottobre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Qual è la data limite per l'immatricolazione per i vincitori della prima selezione, se si è ottenuto un posto tramite il recupero?",A. Dal 30 maggio 2024 al 10 giugno 2024,B. Dal 27 maggio 2024 al 23 maggio 2024,C. Dal 1° agosto 2024 al 26 agosto 2024,D. Dal 16 maggio 2024 al 23 maggio 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,B. 7 ottobre 2024,C. 30 maggio 2024,D. 15 ottobre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?",A. 28 novembre 2024,B. 28 novembre 2023,C. 28 dicembre 2024,D. 28 febbraio 2025
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, entro quando è necessario presentare la domanda di passaggio di corso per chi ha ottenuto un posto tramite la prima selezione?",A. tra il 25 luglio 2024 e il 26 agosto 2024,B. tra il 16 maggio 2024 e il 23 maggio 2024,C. tra il 27 maggio 2024 e il 30 maggio 2024,D. entro il 28 novembre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,In quale periodo è possibile richiedere il passaggio di corso per la seconda selezione?,A. Tra il 25 luglio 2024 e il 30 luglio 2024 (per chi ha ottenuto un posto a seguito di recupero: tra il 1° agosto 2024 e il 26 agosto 2024 – per il primo recupero – o tra il 29 agosto 2024 e il 3 settembre 2024 – per il secondo recupero),B. Tra il 25 luglio 2024 e il 26 agosto 2024,C. Tra il 2 agosto 2024 e il 7 agosto 2024,D. Tra il 2 ottobre 2024 e il 7 ottobre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo di riferimento per i CFU validi?",B.  dal 11/08/2023 al 10/08/2024,A.  dal 11/08/2022 al 10/08/2023,C.  dal 11/08/2023 al 10/08/2025,D.  dal 1/08/2023 al 31/08/2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Qual è la data limite per l'immatricolazione a seguito del primo recupero per gli studenti classificati ""I doneo"" nella seconda selezione?",A. Dal 1° agosto 2024 al 26 agosto 2024,B. Dal 27 maggio 2024 al 30 maggio 2024,C. Dal 4 giugno 2024 al 10 giugno 2024,D. Dal 9 ottobre 2024 al 15 ottobre 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Per ottenere l'esonero totale o la riduzione della contribuzione studentesca, qual è il periodo temporale entro cui i CFU devono essere stati acquisiti?",A. Dal 1° agosto 2023 al 10 agosto 2024,B. Dal 1° gennaio 2023 al 31 dicembre 2024,C. Dal 1° agosto 2022 al 10 agosto 2023,D. Dal 1° gennaio 2024 al 10 agosto 2024
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,Qual è la data limite per la presentazione dell'ISEE per poter beneficiare di eventuali agevolazioni universitarie?,"A.  Non è specificata una data limite precisa per la presentazione dell'ISEE, ma si sottolinea l'importanza di presentarlo entro le scadenze previste per evitare di perdere eventuali agevolazioni.",B.  La data limite per la presentazione dell'ISEE è il 18 settembre 2024.,C.  La data limite per la presentazione dell'ISEE è il 1° gennaio 2023.,D.  La data limite per la presentazione dell'ISEE è coincidente con la data limite per la presentazione della domanda di ammissione al corso di studi.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,"Secondo il testo, qual è il requisito minimo di CFU richiesto per accedere ai benefici ER.GO?","A. Il numero minimo di CFU richiesto è determinato dall'anno di prima immatricolazione all'università, indipendentemente dall'anno di corso a cui vieni ammesso.","B. Il numero minimo di CFU richiesto è determinato dall'anno di corso a cui vieni ammesso, indipendentemente dall'anno di prima immatricolazione.","C. Il numero minimo di CFU richiesto è di 60, indipendentemente dall'anno di immatricolazione.",D. Il numero minimo di CFU richiesto è determinato dal corso di studi a cui ti iscrivi.
../matematica/iscriversi-al-corso/@@download/bando/Bando%20per%20l'ammissione%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20di%20Scienze%20a.a.%202024-2025.pdf.txt,In quale delle seguenti date l'International Desk di Bologna sarà chiuso?,A. venerdì 29 marzo 2024,B. lunedì 12 agosto 2024,C. venerdì 26 aprile 2024,D. venerdì 4 ottobre 2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,Quali sono i requisiti minimi per l'ammissione al terzo anno del corso di laurea in Astronomia?,A. 70 CFU riconoscibili di cui almeno 12 CFU nei SSD FIS,B. 50 CFU riconoscibili di cui almeno 10 CFU nei SSD MAT,C. 70 CFU riconoscibili di cui almeno 10 CFU nei SSD FIS,D. 30 CFU riconoscibili di cui almeno 12 CFU nei SSD MAT
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Per essere ammessi al secondo anno del Corso di Laurea in Chimica e Chimica dei Materiali, quali CFU sono necessari in totale?",A. 70 CFU,B. 30 CFU,C. 50 CFU,D. 90 CFU
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,Qual è la data limite per la presentazione della domanda di Abbreviazione di Corso per chi si immatricola in seguito ad una carriera chiusa?,A. 28 Novembre 2024,B. 19 Settembre 2024,C. 7 Ottobre 2024,D. 10 Ottobre 2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Per poter ottenere l'esenzione dal pagamento della contribuzione, gli studenti con certificazione di invalidità civile pari o superiore al 66% devono:",A. inviare il certificato attestante la loro condizione all'indirizzo email della segreteria studenti di scienze segscienze@unibo.it,B. presentare domanda di preiscrizione alla rappresentanza diplomatica italiana tramite il sito www.universitaly.it,C. superare la prova di lingua italiana entro il 19/09/2024,D. soddisfare il requisito di conoscenza della lingua italiana presentando un certificato entro il 02/09/2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,Qual è la data limite per la presentazione del certificato di conoscenza della lingua italiana?,A. 02/09/2024,B. 05/09/2024,C. 09/09/2024,D. 19/09/2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Secondo il bando, qual è il numero minimo di crediti ECTS necessari per l'ammissione al secondo anno di un corso di laurea?",A. 30,B. 50,C. 70,D. 100
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Per l'ammissione al terzo anno di un corso di laurea, quanti punti vengono assegnati per ogni credito riconosciuto?",A. ½ punto,B. 1 punto,C. 2 punti,D. 3 punti
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Secondo il testo, entro quale data gli studenti recuperati devono iscriversi al corso?",D. 16 ottobre 2024,A. 10 ottobre 2024,B. 28 febbraio 2025,C. 7 ottobre 2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,Qual è la data limite per attivare la carriera universitaria dopo l'immatricolazione?,A. 28 febbraio 2025,B. 28 novembre 2024,C. 29 febbraio 2024,D. 7 ottobre 2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Secondo il bando, entro quale data deve essere presentata la domanda di passaggio di corso per gli studenti già iscritti ad altro corso di studio all'Università di Bologna?",A. 07/10/2024,B. 01/10/2024,C. 12/08/2024,D. 04/10/2024
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Secondo il testo, entro quale termine è possibile presentare un ricorso contro il provvedimento riguardante l'accreditamento dei corsi di studio?",A. 60 giorni dalla pubblicazione del bando,B. 30 giorni dalla pubblicazione del bando,C. 90 giorni dalla pubblicazione del bando,D. 120 giorni dalla pubblicazione del bando
